228	228	228	228
287	232	56	290
227	141	140	156
83	131	31	212
49	76	51	211
37	37	37	37
222	222	222	222
116	116	116	116
123	285	103	220
290	84	150	58
272	58	264	19
286	38	286	148
272	190	21	165
112	292	282	292
148	161	65	203
288	79	151	143
168	168	168	168
137	269	273	93
100	145	69	236
152	152	152	152
144	84	134	181
260	237	187	175
112	49	76	208
12	121	13	280
53	53	53	53
243	24	148	168
63	102	272	188
263	145	137	236
33	155	72	225
187	93	292	194
165	66	66	30
147	115	128	64
191	148	128	93
167	174	153	137
33	33	33	33
44	44	44	44
250	71	258	199
146	263	113	171
51	164	138	51
36	281	175	157
177	240	93	203
100	161	267	154
103	126	88	220
52	52	52	52
210	192	117	84
120	122	260	92
239	239	239	239
274	120	163	273
121	121	121	121
102	259	190	258
208	79	283	171
58	70	220	92
286	286	286	286
95	95	95	95
235	198	30	147
122	83	101	245
225	225	225	225
244	81	54	265
65	185	281	203
42	217	217	14
288	273	288	59
164	293	288	51
226	264	209	106
256	86	86	55
278	84	86	165
222	89	70	109
154	154	154	154
141	141	141	141
253	181	299	185
173	269	73	48
180	144	153	105
113	246	273	114
83	83	83	83
66	106	284	160
240	52	224	52
291	74	238	112
265	167	208	164
68	276	42	180
34	154	273	229
14	134	137	269
153	153	153	153
242	242	242	242
81	156	21	232
198	198	198	198
100	251	267	173
250	96	100	277
165	165	165	165
240	134	179	179
50	50	50	50
203	190	166	182
227	227	275	51
74	243	241	196
117	187	187	232
67	7	178	186
275	13	212	229
25	103	84	15
182	18	187	298
272	24	44	88
258	258	266	289
113	113	113	113
98	180	159	178
165	140	22	127
70	40	130	282
209	209	209	209
95	291	289	95
52	209	239	186
236	27	186	30
180	244	55	107
105	14	25	25
142	142	100	157
8	8	8	8
122	131	168	259
122	268	109	204
11	258	300	56
101	40	287	165
140	165	20	29
60	100	93	175
222	52	24	46
273	143	81	273
28	187	179	40
77	197	255	197
189	147	66	213
219	219	219	219
79	200	168	125
149	141	235	227
70	70	70	70
151	151	151	151
296	40	90	228
190	190	190	190
130	134	21	203
19	19	94	225
270	234	270	99
234	234	234	234
196	196	154	172
59	178	118	53
148	252	182	15
222	17	110	135
269	269	65	170
39	39	39	39
64	259	199	216
190	190	190	190
295	165	154	115
222	59	150	150
162	94	155	263
212	188	131	20
284	225	53	125
100	37	23	23
74	74	74	74
42	44	44	294
184	223	164	184
157	33	90	90
274	274	131	31
52	257	104	53
150	77	216	208
100	168	168	162
265	265	265	265
29	36	120	101
85	226	165	295
76	60	73	240
282	194	235	235
213	251	287	183
219	249	91	53
69	69	69	69
237	136	96	230
138	138	138	138
67	67	67	67
202	202	202	202
58	124	100	225
135	135	135	135
121	121	121	121
271	278	163	278
161	155	222	25
63	55	55	254
195	250	227	44
210	209	185	153
233	122	192	122
275	133	170	27
185	286	290	298
78	112	115	218
115	135	195	253
6	6	140	243
209	83	273	116
157	157	157	157
157	82	82	125
209	110	110	272
24	131	149	176
29	53	210	32
166	155	57	215
210	103	103	262
51	51	51	51
233	233	233	233
86	232	192	185
279	262	5	92
154	299	281	26
53	16	94	134
127	54	144	125
40	62	299	121
70	284	159	52
8	226	46	92
94	125	117	23
198	198	198	198
136	135	295	256
253	230	151	246
17	296	161	99
278	261	241	73
64	120	273	136
42	42	177	118
73	73	73	73
230	179	108	250
95	146	240	22
15	213	282	7
281	83	172	201
10	276	158	113
37	95	258	254
10	261	111	111
7	102	235	132
173	15	30	236
165	77	54	20
33	129	171	266
137	137	137	137
194	133	236	20
211	133	171	48
216	216	216	216
243	243	243	243
76	76	76	76
222	278	81	222
96	96	96	96
287	299	266	31
47	47	47	47
238	238	238	238
43	43	43	43
55	31	170	187
149	149	149	149
232	73	52	52
288	228	75	295
100	87	201	216
284	231	287	262
38	159	106	65
133	243	206	243
197	197	197	197
86	53	275	86
115	104	201	88
51	50	50	21
46	106	299	46
243	300	167	16
233	50	164	50
164	190	105	189
63	210	31	210
252	41	137	30
269	29	68	137
233	233	233	233
25	25	25	25
280	14	142	240
73	117	117	155
147	119	261	166
126	126	191	84
74	238	194	252
270	101	218	80
44	44	44	44
75	75	75	75
172	206	183	172
122	43	284	207
279	277	119	278
237	284	297	151
128	113	292	144
86	43	176	125
192	50	151	50
233	71	170	87
270	270	270	270
256	102	144	64
259	259	259	259
195	195	123	78
193	300	61	19
89	174	180	159
30	127	265	127
228	160	51	84
270	240	27	151
131	131	131	131
234	165	293	27
190	39	299	143
67	142	265	155
206	206	206	206
248	248	248	248
285	292	290	228
278	50	173	97
117	117	117	117
59	252	207	108
258	201	73	210
18	201	174	197
72	72	72	72
109	225	36	101
216	264	294	219
169	44	45	299
255	240	158	99
266	227	67	118
47	64	235	205
104	242	26	26
106	242	99	196
17	17	17	17
290	193	193	24
6	208	263	6
52	17	263	178
96	166	169	271
260	278	282	76
294	294	294	294
254	152	221	97
59	46	42	46
246	212	88	89
25	198	236	24
45	45	45	45
153	280	54	193
41	41	41	41
256	74	70	203
240	183	5	266
292	120	39	237
208	208	208	208
36	238	9	181
189	6	170	97
299	213	197	213
188	188	188	188
92	288	186	19
270	89	274	154
226	289	289	96
291	57	229	291
67	17	9	262
45	71	201	284
124	266	84	171
180	180	180	180
7	7	7	7
192	92	274	294
293	209	27	115
150	68	194	61
229	229	229	229
45	112	45	65
279	279	279	279
73	133	58	133
223	96	222	20
126	203	147	203
99	93	281	281
93	163	194	127
134	147	58	142
107	19	107	265
53	53	53	53
268	14	281	263
276	276	276	276
197	91	242	274
69	267	69	170
66	66	66	66
128	64	193	84
121	272	248	205
297	150	297	246
88	261	148	25
90	202	94	211
85	85	85	85
20	20	20	20
61	61	61	61
140	225	225	228
148	70	227	248
68	137	235	205
76	258	94	94
137	84	137	84
150	245	8	250
82	202	281	186
163	271	298	215
140	167	131	122
110	204	163	118
150	180	193	30
205	263	182	7
72	227	277	265
120	30	95	137
265	233	233	260
89	141	5	76
23	212	203	87
257	62	139	133
33	217	18	108
93	146	10	26
28	213	48	153
21	46	229	38
169	146	298	169
148	144	232	183
181	181	181	181
151	211	226	243
276	8	263	263
279	279	279	279
265	135	90	184
44	44	44	44
218	105	250	287
138	151	89	272
29	156	238	7
49	242	21	198
18	160	143	192
186	186	186	186
99	99	108	160
25	25	25	25
231	111	236	70
86	292	263	82
41	41	41	41
291	154	286	247
279	155	279	173
284	190	229	243
194	26	25	85
114	56	128	217
128	128	128	128
59	95	295	265
167	188	112	277
92	92	92	92
25	25	25	25
5	5	88	269
114	128	124	124
293	205	298	36
52	52	276	197
210	210	210	210
181	246	244	33
13	270	208	284
46	6	173	130
215	14	211	96
213	12	199	289
99	291	230	75
149	149	171	62
268	276	16	276
73	163	73	29
219	25	226	44
11	113	72	11
252	252	151	166
165	242	133	160
297	210	235	68
43	261	278	89
126	109	44	71
72	103	150	38
169	169	169	169
192	42	86	75
158	68	23	195
116	199	279	245
295	96	96	86
227	248	300	248
121	162	121	113
141	158	126	265
17	53	155	9
243	88	225	284
131	92	229	58
181	199	121	192
41	41	41	41
167	161	250	218
30	121	270	80
55	22	55	96
147	147	147	147
44	85	82	159
199	248	218	61
155	46	272	110
35	164	267	220
81	256	184	17
226	101	124	150
88	138	53	184
103	233	224	96
63	63	63	63
131	263	14	14
100	179	239	120
160	16	173	22
16	124	177	121
228	109	255	228
201	26	104	128
218	218	218	218
162	162	162	162
104	104	104	104
161	231	185	171
179	154	192	300
146	146	146	146
21	21	21	21
134	74	96	122
65	287	166	159
209	20	186	157
99	60	195	149
256	256	256	256
197	286	225	194
111	290	283	283
227	100	117	282
199	199	199	199
218	182	218	264
87	243	141	205
109	64	122	109
33	34	234	235
215	40	236	297
168	268	67	177
197	227	239	141
27	101	141	288
226	216	263	35
11	223	293	14
164	164	164	164
271	267	197	158
71	184	188	15
154	117	155	190
173	105	12	253
64	64	278	38
93	75	101	105
283	283	283	283
279	72	256	224
223	237	184	234
291	142	63	195
236	229	199	219
87	87	87	87
133	154	58	58
11	181	107	107
47	122	224	48
58	58	58	58
267	229	67	144
34	268	207	103
137	198	262	149
12	12	12	12
116	291	99	85
58	188	244	117
226	261	163	226
22	22	191	293
79	236	226	158
199	173	12	60
59	260	42	8
198	78	73	181
69	64	180	168
246	132	100	50
221	294	225	205
272	79	79	215
188	207	133	257
126	126	126	126
104	104	104	104
122	122	122	122
292	292	292	292
127	126	126	287
149	253	46	252
200	290	224	215
261	254	252	75
182	38	33	113
283	283	283	283
33	78	128	162
285	39	39	248
11	11	11	11
100	76	159	127
69	269	222	267
93	30	162	239
98	199	256	283
27	27	27	27
273	169	235	51
150	150	150	150
110	110	110	110
206	80	97	293
75	31	178	298
178	122	244	244
136	45	200	143
83	83	83	83
205	141	180	240
284	59	70	192
289	112	50	195
206	237	23	60
298	23	108	298
112	14	220	186
17	17	17	17
56	212	225	74
179	131	289	277
258	52	35	102
9	6	10	55
202	162	60	146
287	202	202	51
160	258	212	71
250	250	250	250
61	103	105	53
162	237	223	143
195	121	191	119
283	237	140	235
30	135	30	104
124	6	247	180
124	267	8	217
155	170	220	162
87	87	87	87
263	263	263	263
163	49	92	232
31	31	31	31
221	30	297	30
201	201	201	201
120	120	120	120
268	52	181	294
230	88	54	203
277	255	299	125
231	95	168	266
60	93	259	65
56	230	175	149
215	203	213	61
28	28	28	28
8	26	134	16
212	212	212	212
211	77	131	146
85	141	85	255
71	71	71	71
135	223	117	108
258	10	151	210
147	132	297	285
106	128	215	293
201	201	201	201
88	293	60	293
291	221	236	285
39	248	146	201
10	293	159	75
186	186	186	186
131	247	213	181
270	53	269	226
122	122	122	122
54	78	57	284
257	42	67	199
206	22	187	151
281	150	131	54
27	227	203	269
205	134	238	228
276	34	190	46
50	50	50	50
24	24	14	170
33	288	81	246
139	135	125	271
197	103	148	190
222	222	222	222
27	265	162	27
109	175	221	290
228	290	110	81
279	292	270	11
56	56	56	56
151	222	151	206
117	143	225	143
52	151	233	229
186	169	154	272
132	11	279	97
254	123	9	228
258	298	139	126
132	256	288	187
21	215	275	21
62	26	198	35
296	257	296	131
85	261	91	266
220	235	278	197
78	231	15	106
202	202	21	138
41	41	41	41
272	167	158	230
297	118	224	297
160	214	252	253
237	130	193	32
66	162	259	78
182	40	133	128
139	139	139	139
21	244	71	127
202	196	258	113
82	82	82	82
139	139	149	155
210	288	39	39
222	222	295	202
142	142	142	142
71	261	159	273
251	251	31	208
200	134	200	129
300	300	300	300
198	260	30	222
143	5	198	149
25	244	214	251
238	129	18	174
237	270	57	291
55	55	55	55
40	244	256	50
217	217	217	217
293	113	130	78
161	137	8	203
296	176	214	93
47	179	47	135
91	114	64	169
97	252	113	256
86	18	41	50
65	65	65	65
130	130	130	130
151	252	97	262
168	152	57	152
267	130	83	231
32	33	203	33
141	212	212	196
186	276	189	133
191	30	288	271
178	170	239	261
206	206	298	108
275	291	259	14
106	233	233	232
148	181	181	83
154	205	205	283
116	116	116	116
115	185	232	294
243	104	300	53
260	20	251	125
180	141	94	7
248	219	279	56
37	37	37	37
218	51	57	218
230	66	83	39
185	257	242	259
68	112	290	233
213	128	32	142
225	284	202	26
151	283	27	289
175	97	59	157
278	59	30	161
94	139	157	157
152	198	58	292
199	15	282	209
157	157	157	157
138	127	49	21
219	76	234	234
140	259	90	58
227	272	22	22
43	123	235	74
291	101	63	123
272	272	272	272
177	9	67	106
261	283	223	282
231	188	112	209
48	214	24	244
89	168	279	242
33	138	51	162
31	279	6	31
72	72	72	72
102	33	191	292
232	232	232	232
186	153	231	79
280	161	58	194
88	270	57	56
48	28	105	256
211	184	119	78
294	294	234	215
196	295	197	52
198	271	187	40
262	224	9	182
179	174	132	132
88	88	88	88
116	116	116	116
48	116	230	115
54	181	275	298
292	167	179	187
12	12	12	12
254	144	101	101
156	156	156	156
114	9	279	270
97	255	199	144
168	285	175	129
120	59	224	265
247	247	247	247
292	79	198	159
59	59	59	59
107	184	129	139
99	99	99	99
209	265	296	220
279	10	186	156
274	274	274	274
255	200	153	285
135	135	135	135
292	181	181	207
126	126	126	126
279	279	279	279
86	292	276	292
181	249	181	149
271	34	222	90
124	181	34	144
70	180	50	62
63	236	63	112
235	147	242	147
185	77	119	190
278	110	274	6
179	139	275	178
213	234	225	234
234	234	234	234
253	235	70	106
137	69	88	198
258	204	120	235
45	47	248	171
265	265	265	265
81	226	226	157
248	248	248	248
196	107	196	188
24	201	291	151
247	247	247	247
46	213	141	213
146	146	146	146
122	115	89	50
101	130	66	250
195	195	195	195
271	271	271	271
31	56	237	261
6	293	171	85
185	265	265	98
173	7	188	51
253	156	106	113
11	29	116	218
115	94	64	20
37	37	37	37
42	206	19	162
76	9	21	192
9	9	9	9
249	215	159	193
40	88	161	20
201	201	201	201
223	119	178	170
285	285	285	285
11	11	11	11
185	162	116	92
298	129	5	122
234	85	112	110
163	206	231	273
223	95	156	156
83	83	34	276
68	141	267	141
267	264	183	95
211	226	176	108
170	26	202	265
131	33	127	191
106	234	97	258
81	179	70	300
295	242	38	215
263	127	219	43
52	97	123	199
288	269	189	78
287	70	30	91
265	265	265	265
295	25	295	241
287	194	281	43
257	164	285	208
224	247	297	224
107	5	157	9
209	36	244	119
299	180	97	97
159	12	81	52
276	276	276	276
106	164	31	165
276	230	141	130
130	130	130	130
118	118	118	118
256	70	185	256
288	288	288	288
9	235	235	153
14	14	31	57
217	66	289	55
285	106	106	60
181	258	53	10
250	250	250	250
8	213	43	43
173	164	27	65
221	32	44	22
60	60	245	28
38	48	125	208
152	283	102	60
8	24	264	74
167	272	258	19
122	15	256	99
25	258	50	181
222	222	222	222
97	194	224	220
210	179	210	159
283	283	161	211
292	96	281	283
16	126	161	192
9	9	129	283
42	155	42	106
30	276	230	111
162	162	162	162
57	117	195	170
254	250	14	100
172	172	172	172
84	272	51	186
133	251	158	158
87	129	61	54
280	193	286	130
267	45	113	87
252	252	252	252
126	25	126	186
18	98	56	75
253	263	124	122
222	65	201	206
123	60	120	120
165	135	127	25
71	60	153	285
146	146	146	146
16	5	90	33
79	79	79	79
192	156	214	275
193	170	270	108
33	119	150	22
248	32	233	153
76	53	102	53
27	27	27	27
137	25	25	248
190	115	271	132
292	281	29	38
158	29	289	133
281	104	91	76
284	284	284	284
288	67	140	296
142	255	122	222
219	12	187	250
69	181	221	186
200	137	13	184
255	148	172	51
80	99	98	247
206	265	48	176
52	211	188	147
297	265	135	288
265	200	43	91
138	131	59	223
189	228	218	132
225	225	225	225
176	176	176	176
61	108	173	57
260	260	137	295
111	39	257	137
249	116	294	134
186	107	158	158
215	209	174	71
6	74	6	287
45	45	45	45
46	145	116	134
214	288	245	154
160	160	160	160
118	153	233	79
219	51	81	67
39	234	223	28
300	268	282	289
137	290	58	232
129	247	119	299
62	35	108	94
252	166	203	106
294	7	152	206
150	150	150	150
187	212	146	129
284	195	284	59
210	5	111	94
187	105	128	128
200	70	24	254
116	116	116	116
166	166	166	166
258	184	83	20
52	286	200	238
73	73	73	73
170	208	143	40
239	177	128	218
243	130	281	17
24	251	118	251
299	223	276	220
145	292	294	8
72	72	72	72
39	169	300	39
206	256	262	206
124	76	35	120
95	277	238	106
238	238	240	60
286	286	286	286
189	189	189	189
5	291	275	153
299	210	181	181
79	92	235	138
29	252	76	171
183	82	99	47
221	221	221	221
73	73	37	111
210	222	34	162
132	239	204	102
43	138	138	232
203	203	134	231
248	248	248	248
199	165	17	199
220	220	220	220
125	125	125	125
52	216	33	80
27	108	152	152
214	185	229	10
240	188	175	41
50	23	8	80
84	231	207	214
122	122	122	122
112	97	85	59
7	289	173	96
184	184	184	184
162	162	162	162
108	189	290	163
223	260	179	25
187	187	187	187
86	281	255	123
210	264	264	105
37	37	37	37
192	22	22	246
197	120	95	136
196	202	297	202
195	214	48	46
180	180	180	180
197	35	184	113
184	184	184	184
92	172	40	14
143	143	143	143
193	205	269	193
288	101	130	13
227	285	267	246
38	264	271	253
220	290	273	140
81	100	163	139
135	135	135	135
132	174	290	132
135	135	135	135
135	236	183	83
46	60	256	69
274	18	111	157
17	277	297	217
291	56	243	182
244	244	244	244
124	6	44	150
266	210	189	208
202	27	285	296
152	47	277	284
39	202	81	206
223	160	271	140
49	126	39	49
199	53	93	259
288	75	262	150
23	165	12	23
93	35	71	126
151	40	228	35
47	93	217	108
240	240	240	240
56	54	213	230
73	280	282	153
41	299	169	72
204	30	186	204
16	261	253	158
47	252	151	246
190	107	36	190
295	249	216	34
101	146	175	282
101	148	173	32
209	102	192	79
43	43	43	43
78	229	21	238
11	266	100	228
91	217	67	141
194	210	218	167
78	78	78	78
251	235	9	222
174	124	118	106
175	194	28	33
93	93	93	93
126	41	8	293
246	85	219	57
97	140	193	169
34	211	165	251
40	266	160	247
47	272	42	195
276	27	27	126
142	58	170	173
39	299	212	291
50	87	228	74
36	189	137	196
35	213	179	211
85	85	41	239
184	117	250	245
60	60	127	171
247	171	171	108
267	70	261	282
157	16	118	174
197	7	165	69
103	247	74	209
94	157	132	94
217	146	16	96
52	52	52	52
226	226	226	226
11	73	279	86
169	169	169	169
181	178	166	271
132	42	286	35
187	295	136	295
135	230	83	186
8	85	85	45
99	84	184	16
262	262	68	24
226	226	226	226
204	261	244	269
64	79	285	136
189	189	189	189
201	224	224	222
175	82	174	282
162	75	148	134
106	153	136	246
259	232	58	216
234	236	137	10
39	180	208	245
59	90	45	108
195	195	195	195
288	8	91	8
242	67	145	26
141	141	141	141
282	282	282	282
122	120	42	157
122	63	296	291
206	206	206	206
114	63	184	47
298	144	61	104
70	60	16	61
162	136	166	161
147	55	10	294
183	20	281	156
56	166	109	79
46	246	97	43
162	173	190	223
257	257	257	257
79	79	79	79
168	156	173	174
92	30	283	52
242	61	200	38
256	256	67	17
264	12	232	264
204	168	57	22
280	277	280	265
10	149	60	54
182	182	126	296
248	161	163	276
72	80	155	73
235	16	104	116
88	88	88	88
66	68	210	68
162	162	162	162
42	115	254	93
32	12	189	30
65	129	232	40
206	85	276	183
138	138	138	138
254	113	129	41
229	229	229	229
70	263	15	210
101	55	63	135
291	8	291	68
255	90	283	68
252	76	294	37
72	45	185	277
171	181	142	181
283	283	283	283
269	7	159	245
300	208	10	59
205	151	135	29
49	165	193	165
199	215	73	42
135	257	252	238
95	169	73	161
249	27	179	152
231	151	213	91
94	224	166	136
133	77	21	21
253	179	47	88
208	208	197	101
7	161	24	149
13	35	249	214
117	160	117	141
246	207	214	216
277	136	136	159
233	233	233	233
182	288	155	137
118	90	191	97
284	248	166	264
191	60	208	12
288	188	164	164
238	77	203	175
223	117	117	108
82	278	244	217
183	183	183	183
252	252	261	92
65	65	65	65
15	110	244	113
207	207	207	207
150	106	261	59
291	199	199	169
12	57	157	57
69	59	284	76
249	213	10	208
95	130	99	233
279	15	15	211
160	248	256	29
243	51	191	80
198	91	28	28
106	123	62	40
229	39	238	15
269	101	137	101
176	76	174	241
228	270	207	32
99	153	29	47
225	183	276	151
291	40	83	135
21	245	214	171
122	122	122	122
113	236	106	150
5	209	115	296
224	40	40	245
156	206	207	26
85	85	85	85
297	277	30	190
296	276	139	54
46	129	73	10
12	134	217	13
220	81	232	184
111	83	171	171
136	136	136	136
129	105	10	260
185	198	165	285
59	21	21	136
177	47	137	195
183	133	289	133
155	101	144	15
210	210	210	210
142	153	168	128
159	35	288	165
189	189	189	189
255	150	29	115
289	244	65	105
119	53	87	209
29	56	56	39
203	245	221	259
30	30	30	30
218	189	184	68
74	5	205	186
105	105	105	105
65	221	247	247
79	60	9	79
46	207	50	86
44	223	48	56
179	15	70	296
179	179	179	179
223	22	196	113
150	238	259	87
67	67	223	38
139	159	296	148
44	44	44	44
53	178	100	178
113	77	271	285
179	169	177	177
97	28	62	51
221	130	38	271
12	12	12	12
296	296	296	296
89	125	299	262
207	207	207	207
160	299	176	116
272	32	253	32
224	135	57	296
268	14	202	169
20	103	245	144
209	281	266	256
153	248	158	281
88	42	128	149
194	125	216	218
30	211	118	287
223	223	223	223
239	226	68	226
163	42	105	47
216	216	216	216
80	107	29	261
169	136	298	60
72	233	31	38
119	248	91	17
265	256	21	25
14	117	292	81
110	91	91	183
255	255	255	255
17	111	69	181
132	152	294	168
246	37	76	165
125	223	101	149
262	262	141	186
199	24	179	186
202	149	70	207
212	252	289	73
226	226	226	226
238	8	247	134
162	162	162	162
140	277	151	147
163	288	177	293
215	287	287	158
170	99	130	81
216	216	216	216
198	198	198	198
220	196	161	220
222	259	5	181
82	211	124	142
92	246	29	163
250	299	174	123
128	90	294	206
133	256	89	15
131	131	131	131
155	69	18	48
236	147	198	234
213	213	213	213
180	180	180	180
63	152	201	102
125	87	82	199
44	44	44	44
231	198	70	35
19	19	19	19
105	203	279	203
266	55	118	103
64	64	64	64
87	10	125	125
273	61	168	272
269	269	269	269
246	246	157	96
285	134	266	134
104	66	104	248
135	299	76	135
281	239	281	19
274	299	273	299
24	25	137	91
237	120	263	224
40	51	272	244
155	167	122	277
55	63	298	8
128	146	114	253
275	64	22	289
21	193	285	149
270	198	175	238
173	44	101	101
92	92	92	92
292	240	153	8
260	107	180	134
111	235	30	144
275	220	169	278
160	157	139	227
300	300	300	300
172	157	158	228
231	231	231	231
249	249	249	249
39	50	132	50
33	33	201	166
136	136	136	136
137	137	137	137
123	35	216	207
140	199	203	28
135	131	255	10
232	190	131	54
255	253	269	24
209	209	209	209
101	34	207	81
120	222	187	187
161	288	78	100
71	96	154	135
246	9	104	238
131	275	98	299
23	292	242	286
51	130	260	54
79	79	79	79
6	141	244	94
91	33	68	61
35	166	35	85
160	160	160	160
72	17	240	85
253	253	253	253
52	136	252	252
250	20	250	44
272	46	19	284
40	40	40	40
212	10	131	131
79	79	79	79
85	85	85	85
280	58	161	257
196	71	196	208
97	5	90	242
143	143	143	143
233	233	233	233
39	145	142	145
163	170	245	281
160	61	274	160
199	84	265	265
175	63	158	173
198	142	135	220
263	93	106	35
37	74	51	248
167	191	19	127
14	13	160	196
260	257	269	257
29	249	64	86
142	142	142	142
274	202	290	98
158	112	80	80
279	61	158	239
267	152	179	40
272	52	160	92
145	245	91	169
264	264	264	264
5	5	5	5
35	35	175	5
238	218	180	257
285	62	220	288
6	55	237	57
100	95	271	85
148	30	288	176
278	268	153	226
194	106	209	138
152	152	152	152
165	12	42	239
31	55	251	296
82	270	82	13
9	69	265	100
118	118	118	118
171	171	171	171
256	141	175	60
62	282	254	261
227	109	200	227
251	164	270	270
191	58	119	52
133	253	64	243
200	263	200	248
99	287	155	82
122	122	122	122
11	58	265	163
248	42	248	249
122	122	122	122
200	59	72	200
112	291	272	112
159	107	181	252
184	140	189	189
167	180	88	247
225	225	225	225
75	229	228	228
134	166	181	60
225	114	256	225
264	264	264	264
146	130	130	150
102	286	174	286
214	34	101	271
67	116	224	81
76	76	147	299
7	198	235	117
50	260	260	275
159	239	90	20
32	233	195	90
278	277	293	135
275	275	34	79
13	13	299	100
6	232	78	17
31	260	30	67
73	295	196	104
118	118	118	118
39	39	225	180
260	15	165	15
174	214	273	251
42	131	79	189
77	227	227	241
126	23	81	44
50	237	50	64
251	104	52	175
201	10	238	162
278	210	87	8
170	105	288	28
91	91	91	91
299	187	242	268
213	179	166	123
249	166	146	81
53	142	167	7
244	60	204	102
90	275	81	140
128	180	18	44
90	90	90	90
158	297	289	293
297	12	12	170
170	225	40	225
222	222	215	89
138	216	209	174
106	69	149	86
284	116	106	81
49	274	118	71
233	233	233	233
13	132	264	195
40	227	40	280
39	184	61	132
204	204	204	204
198	146	140	169
253	58	19	45
35	226	221	35
164	151	224	126
43	288	146	300
195	167	171	154
51	51	51	51
89	203	274	156
49	49	49	49
130	212	15	181
169	195	149	222
297	297	297	297
122	122	122	122
5	136	136	71
242	87	21	164
97	97	97	97
89	104	255	280
120	120	120	120
183	254	171	206
88	279	299	98
215	181	39	293
157	264	299	63
232	45	232	102
144	266	45	113
212	203	212	212
45	288	271	58
295	112	73	73
138	231	196	116
138	7	94	132
152	249	34	37
215	215	215	28
53	129	212	152
37	251	9	62
84	165	241	29
266	61	111	132
195	195	195	195
189	177	114	24
159	27	195	118
176	244	13	13
266	285	297	267
246	246	246	246
294	189	267	267
100	270	97	169
158	66	273	22
55	30	190	219
290	8	59	147
150	124	13	150
50	50	280	198
238	287	238	279
231	98	294	190
39	166	97	97
158	285	246	156
113	158	137	203
64	77	172	6
188	43	285	91
97	202	234	202
26	106	192	26
140	224	146	224
265	6	71	171
84	91	165	35
221	300	176	265
210	158	158	153
212	97	80	24
114	114	209	116
9	177	177	162
292	137	181	75
67	175	46	113
70	70	70	70
236	184	138	22
292	293	13	64
73	88	75	17
44	226	225	110
54	232	195	206
113	263	238	200
221	67	296	246
157	157	157	157
266	71	39	210
288	17	269	169
263	38	236	236
26	234	251	151
172	233	267	233
161	56	56	27
170	104	62	62
171	137	247	182
7	16	29	297
272	126	242	126
